StudentID,CGPA,Internships,Projects,Workshops_Certifications,AptitudeTestScore,SoftSkillsRating,ExtracurricularActivities,PlacementTraining,SSC_Marks,HSC_Marks,Backlogs,CommunicationScore,TechnicalScore,MockInterviews,GitHub_Repos,CompetitiveCoding,PlacementStatus,PackageLPA
STU0484,7.42,1,2,1,85.3,4.3,0,0,54.7,40.0,0,2.5,86.0,1,4,0,0,0.0
STU0485,6.37,2,2,2,100.0,2.2,1,0,56.8,71.8,2,2.4,75.0,4,4,2,0,0.0
STU0486,5.64,0,3,2,62.3,2.7,0,0,86.4,82.2,0,2.8,78.7,2,3,0,0,0.0
STU0487,6.49,0,1,1,48.6,4.6,1,0,64.6,83.2,0,5.0,98.4,1,4,0,0,0.0
STU0488,6.01,0,2,3,61.9,4.0,0,1,67.9,58.7,1,3.0,78.7,2,4,1,0,0.0
STU0489,9.06,1,3,1,68.2,2.9,0,1,89.4,53.7,0,4.6,54.5,0,8,3,1,13.14
STU0490,8.17,3,5,1,76.5,4.6,1,1,58.5,70.3,1,3.0,72.1,4,2,1,1,14.98
STU0491,7.19,0,3,2,59.1,4.6,0,1,63.3,80.8,1,4.2,76.3,2,2,0,1,12.56
STU0492,8.83,1,4,2,91.3,3.7,1,0,62.8,72.0,0,4.3,47.1,5,1,0,1,13.16
STU0493,7.29,0,3,3,51.3,2.7,1,0,91.4,73.8,0,4.3,59.9,1,4,1,1,11.07
STU0494,6.25,3,2,1,41.9,3.1,0,0,95.9,84.8,3,3.8,84.8,4,4,0,0,0.0
STU0495,8.88,0,1,2,84.6,3.8,0,1,81.0,60.4,1,4.7,32.2,1,1,1,1,12.82
STU0496,7.79,1,3,0,33.9,3.3,1,0,81.4,67.1,2,3.8,42.5,0,3,1,0,0.0
STU0497,6.06,2,3,4,64.9,4.3,0,1,65.0,91.2,0,5.0,61.8,0,2,0,1,13.02
STU0498,6.99,2,3,1,100.0,2.1,1,0,95.4,67.4,0,1.9,71.4,3,3,0,1,13.94
STU0499,6.24,1,2,2,67.8,2.2,1,0,75.2,53.5,2,3.7,40.6,1,8,2,0,0.0
STU0500,5.68,1,2,0,51.2,3.7,0,1,82.2,61.3,0,3.7,62.7,2,4,1,0,0.0
STU0501,8.22,1,2,1,67.1,3.1,0,1,70.7,57.8,3,2.5,85.8,4,0,2,0,0.0
STU0502,9.3,0,2,1,67.2,2.9,1,1,68.8,74.6,0,4.0,66.2,1,2,0,1,11.36
STU0503,5.66,0,1,3,70.4,1.9,1,1,92.0,58.4,2,2.0,81.9,1,0,1,0,0.0
STU0504,7.82,1,4,2,77.9,3.5,0,1,78.5,73.5,0,2.8,54.3,4,5,0,1,12.14
STU0505,6.48,0,1,4,52.4,3.5,0,1,89.4,60.4,0,1.5,50.4,2,3,0,0,0.0
STU0506,6.66,0,0,1,93.3,4.1,1,1,75.1,42.4,2,4.9,80.3,4,10,1,1,12.4
STU0507,6.55,1,2,1,71.7,3.6,1,0,61.8,74.0,0,3.2,71.6,2,5,2,1,12.98
STU0508,6.25,3,3,0,78.9,3.4,0,1,65.0,71.9,0,5.0,43.7,2,4,0,1,12.85
STU0509,7.25,1,2,3,58.6,4.6,1,1,73.2,76.7,0,4.2,50.6,1,5,2,1,12.42
STU0510,6.29,0,1,1,87.3,2.3,1,1,64.5,61.3,1,3.8,93.2,4,5,1,1,13.82
STU0511,7.5,0,2,3,64.1,4.0,1,1,58.7,59.9,3,2.8,48.4,4,2,0,0,0.0
STU0512,7.14,3,2,4,72.2,2.0,1,1,86.4,75.2,0,2.4,81.8,5,4,2,1,13.86
STU0513,6.94,0,4,4,54.0,2.7,1,1,65.5,89.7,0,3.9,56.4,2,4,1,1,11.1
STU0514,6.2,0,4,2,53.0,2.4,1,1,73.7,70.1,0,3.3,64.9,4,3,1,0,0.0
STU0515,6.57,1,2,2,78.3,4.2,1,1,75.6,75.5,1,2.1,70.3,2,2,1,0,0.0
STU0516,8.03,1,2,3,61.3,3.4,1,1,64.9,65.8,0,2.0,27.2,2,2,1,0,0.0
STU0517,7.75,1,3,0,55.2,3.5,1,1,89.4,49.9,0,2.5,38.7,4,2,2,0,0.0
STU0518,6.12,0,0,2,58.4,2.5,1,0,58.6,82.6,0,5.0,66.6,1,0,0,0,0.0
STU0519,7.31,0,2,0,78.5,3.2,0,1,75.1,81.8,0,5.0,52.0,1,7,0,0,0.0
STU0520,8.03,3,2,1,58.6,2.8,0,0,75.0,79.2,2,3.6,82.9,1,4,2,0,0.0
STU0521,5.36,0,4,0,66.2,3.8,1,1,71.3,67.6,0,3.5,36.1,3,4,2,0,0.0
STU0522,7.8,1,0,0,68.2,2.6,0,0,56.4,77.8,0,3.1,75.2,2,4,0,0,0.0
STU0523,6.47,2,2,1,39.2,4.7,1,1,82.4,81.6,0,2.5,40.2,2,4,0,1,10.1
STU0524,7.83,1,3,1,45.9,2.0,0,1,80.9,91.1,1,4.7,58.7,5,9,1,1,11.96
STU0525,6.36,1,2,2,73.0,2.8,1,0,63.9,82.9,0,5.0,45.8,2,3,0,0,0.0
STU0526,5.21,0,0,0,56.9,5.0,0,0,80.5,70.8,0,2.6,99.2,1,5,1,0,0.0
STU0527,5.41,1,5,2,83.9,3.1,1,1,76.5,53.0,0,3.3,40.9,3,3,0,1,11.81
STU0528,7.25,2,2,0,82.5,2.3,1,0,56.6,72.0,1,3.0,62.8,4,6,1,1,13.51
STU0529,7.49,3,3,2,78.8,3.7,0,0,61.8,73.3,0,3.0,33.9,0,6,0,1,14.54
STU0530,6.21,0,1,2,95.3,3.1,1,1,85.7,79.2,0,4.5,93.8,3,7,1,1,13.91
STU0531,7.9,0,2,2,66.8,2.7,0,1,75.7,87.6,0,2.2,72.2,0,0,1,0,0.0
STU0532,5.37,3,2,2,77.7,2.5,0,1,65.2,68.8,0,3.8,67.5,2,2,1,0,0.0
STU0533,7.13,2,0,1,59.2,5.0,0,1,61.7,97.3,3,4.1,91.5,1,1,0,0,0.0
STU0534,5.87,2,1,3,100.0,3.3,0,0,65.8,47.1,0,3.3,67.7,1,3,0,1,13.51
STU0535,6.48,0,4,1,97.8,1.8,1,0,66.7,75.5,2,4.2,69.0,2,3,0,0,0.0
STU0536,7.25,1,1,1,68.2,4.8,0,0,61.8,59.6,0,3.5,67.4,5,2,1,1,12.29
STU0537,6.25,2,1,2,73.8,4.0,1,1,51.1,45.2,0,4.6,75.1,3,5,1,1,14.36
STU0538,6.78,1,2,0,88.4,2.8,0,1,85.7,67.4,0,2.0,56.1,5,2,0,1,12.91
STU0539,8.31,1,3,2,65.8,2.7,1,0,83.6,51.1,3,3.1,61.1,3,6,2,0,0.0
STU0540,6.57,0,0,2,58.2,4.1,0,1,56.7,67.9,0,3.3,79.6,0,2,2,0,0.0
STU0541,8.12,1,2,1,81.1,3.3,1,1,73.6,70.5,2,1.0,70.0,1,3,1,0,0.0
STU0542,5.96,0,1,0,69.2,1.8,1,1,61.2,84.5,0,2.4,62.9,4,4,0,0,0.0
STU0543,7.78,1,0,0,70.7,5.0,1,1,68.9,50.4,0,2.6,39.8,3,4,2,1,12.21
STU0544,8.79,3,0,4,55.5,3.1,0,1,67.9,81.8,2,4.3,92.0,5,1,2,1,13.85
STU0545,4.48,1,4,2,42.2,4.8,1,1,66.9,71.3,3,2.7,53.1,1,6,3,0,0.0
STU0546,6.32,2,1,0,71.5,4.7,0,1,96.0,83.4,0,2.6,82.8,1,4,0,1,12.47
STU0547,7.83,0,0,1,81.6,2.6,0,1,66.7,64.4,1,4.2,68.2,2,6,3,0,0.0
STU0548,6.98,1,2,2,64.6,4.4,1,1,62.3,52.7,0,1.9,41.7,1,6,0,0,0.0
STU0549,7.61,3,4,3,89.5,2.9,1,1,62.8,54.2,0,1.4,87.5,1,4,1,1,14.61
STU0550,6.54,0,1,0,57.4,1.8,1,0,84.5,53.2,0,3.1,69.6,2,7,1,0,0.0
STU0551,7.3,0,2,1,52.2,3.1,1,0,52.2,76.2,0,2.0,89.0,3,6,1,0,0.0
STU0552,7.03,1,0,3,67.0,3.9,0,1,62.8,89.2,0,2.1,61.7,1,8,1,1,11.28
STU0553,8.48,0,2,0,66.8,3.1,0,1,89.4,62.7,0,3.9,77.7,0,6,0,0,0.0
STU0554,7.48,2,2,1,79.5,3.2,0,1,74.9,78.2,3,4.2,33.3,3,6,2,0,0.0
STU0555,7.57,3,2,4,56.4,4.5,1,1,74.3,50.2,1,4.1,56.0,2,3,1,1,14.05
STU0556,6.75,1,2,2,88.5,3.6,1,0,97.6,72.3,0,4.5,42.1,2,2,3,1,10.33
STU0557,6.66,0,2,1,97.5,2.7,0,1,75.0,78.7,3,4.6,58.3,2,7,0,0,0.0
STU0558,6.72,1,1,0,67.4,4.1,1,0,63.5,51.2,0,1.4,73.5,4,5,1,0,0.0
STU0559,7.63,2,2,0,86.7,3.7,1,1,68.6,67.3,0,3.8,54.1,2,2,1,1,13.27
STU0560,6.74,0,0,1,52.2,1.2,1,1,58.4,79.3,1,2.9,80.5,5,3,1,0,0.0
STU0561,7.52,1,3,3,84.1,3.9,1,1,87.1,40.0,0,2.7,49.6,2,4,2,1,12.57
STU0562,9.48,1,5,1,83.7,3.9,1,0,78.9,87.4,1,3.9,80.9,1,3,0,1,15.46
STU0563,8.16,1,5,2,81.0,3.5,1,1,85.5,74.6,0,1.8,88.6,2,1,0,1,13.86
STU0564,6.84,0,4,4,67.8,4.3,0,1,86.6,79.3,0,1.7,83.2,2,1,2,1,13.64
STU0565,8.52,2,3,1,23.7,2.9,0,1,67.0,64.6,0,4.0,58.8,2,5,1,0,0.0
STU0566,6.75,0,3,0,58.4,3.8,0,1,60.7,47.6,3,3.9,26.7,3,3,0,0,0.0
STU0567,4.96,0,1,2,58.6,2.1,1,1,71.4,76.9,1,3.5,75.5,1,4,1,0,0.0
STU0568,6.09,2,3,4,53.3,3.9,1,1,61.5,68.9,1,2.6,62.7,3,5,1,1,12.62
STU0569,5.14,2,2,3,69.8,5.0,1,1,74.0,70.4,0,4.1,47.4,3,5,1,1,12.37
STU0570,6.81,0,2,0,61.7,2.6,0,0,85.6,84.1,0,4.0,55.0,3,2,0,0,0.0
STU0571,7.22,0,3,2,55.6,2.8,1,1,70.0,79.9,1,3.5,90.8,2,1,1,0,0.0
STU0572,9.04,0,1,2,52.1,2.9,1,1,73.8,95.0,0,2.3,44.5,5,4,1,1,12.35
STU0573,7.56,0,2,4,57.3,3.6,1,0,70.9,72.0,0,3.0,73.4,2,5,2,0,0.0
STU0574,6.96,0,4,0,84.8,2.5,1,0,81.6,61.0,1,4.2,68.9,0,1,2,0,0.0
STU0575,8.11,0,0,2,58.1,3.9,1,0,64.0,67.6,0,4.7,58.6,4,3,1,0,0.0
STU0576,4.77,1,2,3,60.3,4.3,0,0,45.6,75.4,0,3.1,76.6,1,6,0,0,0.0
STU0577,7.46,2,4,1,61.1,4.0,0,1,77.7,83.2,2,3.2,94.4,3,8,0,1,14.93
STU0578,8.05,1,3,1,73.1,1.9,0,1,83.9,50.9,1,3.2,59.7,1,3,0,0,0.0
STU0579,5.57,1,2,0,74.8,4.4,1,1,77.4,70.1,1,3.7,60.6,0,1,0,0,0.0
STU0580,8.46,0,1,1,22.3,4.3,0,1,64.3,90.9,0,2.8,76.2,1,2,2,0,0.0
STU0581,7.57,3,2,1,83.3,4.2,1,1,58.4,66.9,0,1.0,81.5,2,2,2,1,15.45
STU0582,6.74,2,4,4,89.5,3.8,1,1,77.9,82.1,1,4.5,62.7,0,2,1,1,13.42
STU0583,7.9,2,2,1,52.2,3.7,0,1,73.7,76.4,1,5.0,59.5,1,3,0,0,0.0
STU0584,9.7,2,2,1,53.4,4.4,1,1,70.5,82.4,0,2.8,25.1,3,4,0,1,13.4
STU0585,7.4,3,0,2,61.2,5.0,0,1,93.9,59.5,3,2.4,51.0,3,1,2,0,0.0
STU0586,7.47,1,0,0,56.7,2.6,0,1,60.6,59.5,3,3.3,44.5,4,6,2,0,0.0
STU0587,6.69,0,5,1,71.4,4.5,1,0,93.3,70.3,0,3.2,77.3,4,4,0,1,10.72
STU0588,6.27,1,2,2,38.8,3.4,0,1,72.4,50.1,2,4.3,60.6,2,4,1,0,0.0
STU0589,8.11,2,3,3,51.2,3.4,1,1,50.0,66.5,0,3.5,59.9,4,9,0,1,12.45
STU0590,6.26,2,0,2,91.1,2.1,1,1,69.8,73.3,0,2.6,64.8,2,4,0,1,13.02
STU0591,7.28,1,3,2,54.1,3.2,1,1,83.5,93.2,0,2.1,49.3,2,7,0,0,0.0
STU0592,6.67,0,4,0,86.7,2.6,1,0,67.6,75.2,0,4.2,93.0,3,2,1,1,13.63
STU0593,7.73,1,2,4,73.3,3.1,0,1,54.3,78.1,2,4.0,88.4,1,2,0,0,0.0
STU0594,7.57,3,1,0,40.9,2.5,1,1,70.0,85.1,1,4.4,94.1,3,4,0,1,12.71
STU0595,8.34,1,2,3,77.5,3.1,0,1,61.7,57.5,1,2.5,77.3,2,4,0,1,13.88
STU0596,6.64,1,3,1,66.2,3.1,0,0,77.9,67.9,0,5.0,64.5,0,2,0,0,0.0
STU0597,6.9,0,2,4,61.2,3.6,0,1,81.3,100.0,0,1.7,94.1,0,4,1,0,0.0
STU0598,6.12,1,4,2,71.7,2.0,0,1,59.3,69.0,0,4.1,52.7,1,0,0,0,0.0
STU0599,6.71,2,3,3,75.1,2.2,1,1,63.5,84.5,0,1.6,49.3,4,4,2,1,13.79
STU0600,7.62,1,4,1,78.6,3.8,0,0,81.1,82.5,0,2.6,54.2,5,3,0,0,0.0
STU0601,8.03,2,3,1,85.7,2.8,1,0,61.7,50.8,0,4.9,74.4,2,4,0,1,15.02
STU0602,6.19,1,1,2,74.1,4.5,1,1,59.0,74.0,0,4.2,51.3,1,3,0,0,0.0
STU0603,8.16,1,2,3,47.4,3.7,1,0,57.9,71.9,0,2.9,62.2,1,9,0,1,14.08
STU0604,8.69,0,1,0,60.9,4.0,1,1,76.2,74.3,0,2.9,36.2,4,3,0,0,0.0
STU0605,7.65,2,4,4,100.0,4.8,0,1,75.7,60.2,0,3.5,73.7,1,9,0,1,14.23
STU0606,9.26,1,3,3,78.9,3.2,1,1,63.8,55.5,2,3.9,37.7,5,1,2,1,13.91
STU0607,6.35,1,3,1,100.0,3.0,1,1,72.1,63.8,0,4.6,48.2,3,4,1,1,12.91
STU0608,5.83,1,2,3,88.9,4.3,0,0,90.3,68.7,0,3.0,86.9,4,3,2,1,12.51
STU0609,5.24,3,1,2,71.6,4.0,1,1,60.3,85.4,2,1.9,86.2,2,6,0,1,14.85
STU0610,8.85,0,3,1,72.5,3.3,1,1,48.6,93.6,3,3.5,71.7,3,5,1,0,0.0
STU0611,7.92,2,2,1,67.5,4.8,0,1,77.5,88.2,1,3.0,70.0,3,5,0,1,13.56
STU0612,7.14,0,1,2,41.9,3.3,0,1,70.7,81.2,0,2.2,55.4,4,1,2,0,0.0
STU0613,7.51,1,3,2,68.3,3.5,0,1,63.5,56.9,0,3.7,51.1,4,6,3,1,12.92
STU0614,5.96,0,0,1,86.2,3.5,1,0,79.8,64.7,3,3.2,58.5,2,2,2,0,0.0
STU0615,9.89,1,2,2,59.0,2.7,1,1,82.1,72.7,2,3.7,37.8,3,0,0,0,0.0
STU0616,7.34,1,2,2,74.2,3.6,1,1,45.5,61.8,0,2.6,69.5,5,2,0,0,0.0
STU0617,7.32,0,1,2,80.8,4.8,1,1,64.2,77.5,0,3.9,65.9,5,3,0,1,13.09
STU0618,8.0,1,5,0,54.4,3.9,1,1,99.8,79.4,0,2.1,48.2,3,5,0,1,11.61
STU0619,7.73,3,1,3,61.2,3.5,1,0,79.0,77.0,0,2.6,93.2,0,2,0,0,0.0
STU0620,7.45,0,1,1,52.7,3.4,1,1,80.1,83.3,1,3.2,75.9,0,1,0,0,0.0
STU0621,6.33,2,1,1,55.7,3.8,1,1,86.1,58.2,0,5.0,77.5,4,4,0,1,13.5
STU0622,7.72,1,3,1,48.7,4.2,1,0,72.2,82.1,3,4.1,56.2,0,9,1,0,0.0
STU0623,9.27,1,2,1,54.5,4.0,1,1,81.6,61.0,0,4.4,65.0,1,4,1,1,14.28
STU0624,8.68,0,2,3,89.3,3.2,1,0,80.6,57.8,1,4.7,76.3,1,4,2,1,13.37
STU0625,8.95,0,0,1,54.3,3.8,1,1,78.5,76.9,0,5.0,67.8,3,4,0,1,12.53
STU0626,6.64,0,0,2,69.9,3.9,0,0,68.1,85.8,0,3.4,93.8,2,5,0,1,12.36
STU0627,6.11,0,2,0,60.5,2.6,0,1,74.1,76.3,0,4.7,61.3,1,9,1,0,0.0
STU0628,7.06,0,4,1,85.7,3.7,1,0,64.9,70.3,1,4.4,55.9,1,4,1,1,12.89
STU0629,7.26,1,4,4,87.7,1.6,0,1,72.2,74.0,0,4.3,76.4,3,3,0,1,13.65
STU0630,8.4,2,0,3,81.0,3.9,1,1,58.0,71.8,0,5.0,42.2,5,6,2,1,13.01
STU0631,5.34,2,2,1,72.6,4.1,0,0,62.5,55.4,2,3.0,81.6,0,8,0,0,0.0
STU0632,8.88,1,4,2,64.5,4.2,0,1,68.6,53.8,0,2.9,41.6,0,1,0,1,12.1
STU0633,7.03,0,2,1,50.1,3.1,0,0,60.7,69.0,3,3.7,76.5,3,4,1,0,0.0
STU0634,6.73,0,4,1,97.2,3.8,0,1,65.9,71.0,2,3.2,53.3,4,5,0,1,11.33
STU0635,6.09,1,1,3,56.6,4.8,0,1,70.0,70.1,3,3.7,73.6,3,4,1,0,0.0
STU0636,5.38,0,4,3,78.0,4.8,1,1,76.8,78.8,0,4.9,81.3,3,3,0,1,12.18
STU0637,8.11,1,3,1,83.9,3.5,1,1,83.4,67.2,0,2.9,67.8,4,4,0,1,13.79
STU0638,7.28,1,4,4,59.7,3.6,1,1,66.4,77.3,3,3.1,43.4,1,2,3,1,13.01
STU0639,5.78,1,3,2,83.6,4.5,1,0,88.0,68.1,0,3.6,48.9,0,3,0,0,0.0
STU0640,5.78,1,2,1,79.5,2.1,1,1,83.3,93.7,0,3.2,51.9,3,10,1,1,11.33
STU0641,6.83,2,4,2,93.9,3.2,1,0,78.0,71.0,1,1.6,30.9,4,4,0,1,12.11
STU0642,9.04,2,1,2,61.0,4.7,1,1,73.8,100.0,0,2.8,85.3,2,6,1,1,15.33
STU0643,6.91,1,2,2,48.7,4.4,1,0,75.8,74.6,1,4.1,67.0,5,5,0,1,11.87
STU0644,5.55,3,3,1,60.4,3.8,0,1,86.2,67.2,2,4.8,44.6,3,4,2,1,12.49
STU0645,6.93,3,3,2,71.1,2.1,0,0,86.7,58.3,1,2.3,91.2,3,6,2,1,14.56
STU0646,6.9,1,4,0,68.9,3.5,0,1,88.0,51.2,0,2.3,52.4,0,2,0,0,0.0
STU0647,4.23,1,1,3,62.1,3.0,0,0,72.5,57.1,0,3.4,69.5,0,4,0,0,0.0
STU0648,7.14,1,3,2,39.4,3.8,1,0,78.7,58.6,0,1.4,50.1,3,4,3,0,0.0
STU0649,6.95,3,3,0,75.1,2.8,0,1,88.1,75.1,0,3.0,28.7,1,4,2,1,12.37
STU0650,7.97,2,0,3,97.6,2.6,1,0,64.5,63.2,0,1.8,40.4,0,2,1,0,0.0
STU0651,9.23,0,2,4,75.0,1.6,1,1,68.2,72.4,0,4.7,56.9,4,2,1,1,12.2
STU0652,8.44,1,1,4,77.1,4.6,1,1,72.2,86.7,0,2.7,81.2,4,2,2,1,15.06
STU0653,6.9,1,2,1,76.6,3.1,1,0,82.8,68.9,0,5.0,71.2,1,4,0,1,11.34
STU0654,5.98,1,5,0,74.0,3.6,0,1,83.0,97.0,2,4.5,67.5,3,9,1,1,12.19
STU0655,10.0,0,3,2,82.0,3.5,1,1,69.2,54.7,0,2.8,28.8,0,8,1,0,0.0
STU0656,7.27,2,3,0,73.9,2.5,0,1,53.9,68.0,0,2.4,87.9,1,2,2,1,12.74
STU0657,7.22,1,5,4,63.3,2.4,1,1,75.0,63.0,1,3.2,69.0,3,3,0,1,10.79
STU0658,7.17,2,2,0,56.1,2.6,1,1,61.0,82.2,1,3.3,62.9,3,0,1,1,11.55
STU0659,7.42,2,4,1,64.3,2.8,1,0,54.1,40.9,0,3.7,85.4,0,3,1,1,13.62
STU0660,7.04,2,2,1,72.7,3.8,1,0,56.8,51.2,1,2.7,87.5,1,6,2,1,13.28
STU0661,6.57,1,4,1,63.3,2.8,1,1,75.9,68.6,0,4.1,85.8,1,7,1,1,11.72
STU0662,6.6,1,1,3,72.7,5.0,0,1,88.3,90.2,0,3.7,60.6,5,2,2,1,13.27
STU0663,7.16,0,4,1,74.6,4.4,0,1,72.5,72.9,2,3.1,46.9,3,2,2,1,10.7
STU0664,6.6,1,1,0,80.5,4.2,1,1,74.5,52.4,2,2.7,82.8,2,2,1,0,0.0
STU0665,6.42,0,2,1,87.2,3.4,1,1,86.2,54.4,0,3.2,40.4,0,3,0,0,0.0
STU0666,7.32,1,3,2,69.2,4.9,1,0,53.5,91.7,1,2.6,100.0,2,5,1,1,12.76
STU0667,6.92,0,2,0,48.4,3.3,0,0,78.2,61.9,2,3.5,65.5,3,4,2,0,0.0
STU0668,8.85,0,3,2,62.8,3.5,1,1,71.9,57.7,3,3.5,45.9,4,5,0,0,0.0
STU0669,4.28,0,2,2,68.7,3.7,1,0,78.8,89.2,0,3.6,42.8,1,4,1,0,0.0
STU0670,8.4,0,3,2,40.5,4.1,1,0,66.2,83.1,0,5.0,42.0,5,2,0,1,11.15
STU0671,8.57,2,1,4,88.8,4.1,1,0,62.2,86.6,0,3.3,67.5,2,2,0,1,13.95
STU0672,4.92,2,0,4,70.1,3.1,1,1,73.7,57.6,0,4.4,64.9,1,0,1,0,0.0
STU0673,6.82,1,1,4,73.7,3.0,0,1,91.8,50.2,0,3.6,42.8,1,5,1,1,12.14
STU0674,6.79,0,2,1,88.5,4.1,1,0,82.3,71.7,1,3.2,58.6,2,6,1,1,14.11
STU0675,5.65,0,1,0,58.5,4.1,0,0,65.9,74.4,2,3.3,40.4,5,5,2,0,0.0
STU0676,6.34,0,2,1,76.6,3.1,0,1,55.9,74.7,2,3.3,75.6,3,1,0,0,0.0
STU0677,5.98,0,2,3,66.4,2.1,1,1,51.8,89.2,0,3.7,64.0,2,5,0,0,0.0
STU0678,9.13,2,0,4,65.2,3.3,1,1,87.8,47.5,0,2.5,58.2,1,0,2,1,13.45
STU0679,8.23,0,2,3,56.4,4.1,1,1,60.5,81.2,0,2.0,41.8,0,1,1,0,0.0
STU0680,8.6,1,4,0,93.0,5.0,1,1,68.1,55.7,0,4.0,59.6,2,3,0,1,13.49
STU0681,7.99,0,1,4,62.4,2.4,1,0,87.9,81.1,2,4.3,57.5,3,3,2,1,11.09
STU0682,5.96,0,2,1,78.5,3.1,0,1,52.6,63.8,0,4.1,70.7,3,5,2,0,0.0
STU0683,6.62,1,3,0,39.9,3.1,1,1,89.9,59.4,1,3.5,68.0,1,4,1,0,0.0
STU0684,7.74,1,2,1,85.7,4.7,0,1,69.0,62.1,0,4.1,79.3,0,2,2,1,14.55
STU0685,5.86,0,3,0,83.8,3.5,1,1,58.2,51.2,0,4.1,56.3,2,2,0,0,0.0
STU0686,7.98,0,2,2,69.5,2.7,0,0,69.0,70.5,1,4.1,31.5,4,2,0,0,0.0
STU0687,6.94,1,2,1,64.6,4.0,1,1,63.3,60.0,0,2.6,82.8,2,1,2,1,13.52
STU0688,6.79,0,0,1,74.0,3.1,1,1,77.3,80.2,0,2.4,48.2,1,2,1,0,0.0
STU0689,7.98,0,3,2,100.0,2.4,0,1,64.2,78.3,0,3.0,45.1,1,5,0,1,13.32
STU0690,7.69,3,3,3,41.6,2.7,0,1,49.1,91.9,1,3.4,64.2,0,2,1,1,12.24
STU0691,6.8,1,0,2,79.7,5.0,0,1,69.4,74.8,3,3.2,70.4,2,6,1,1,14.2
STU0692,8.48,1,2,1,54.3,3.8,0,0,55.7,76.8,2,1.6,55.4,3,3,0,0,0.0
STU0693,6.01,1,5,3,67.7,3.6,0,0,74.5,88.2,3,5.0,55.3,5,3,1,0,0.0
STU0694,7.88,1,2,4,64.3,3.3,1,1,57.8,61.8,2,3.1,58.0,2,3,0,0,0.0
STU0695,7.85,1,2,0,61.6,3.8,1,0,66.1,50.7,2,3.6,90.5,1,5,0,0,0.0
STU0696,6.86,1,4,2,67.8,3.8,1,1,74.2,72.6,0,4.6,65.0,3,4,1,1,14.54
STU0697,7.56,2,3,1,51.0,3.8,1,0,69.5,51.5,0,1.2,47.6,3,0,0,0,0.0
STU0698,5.82,0,2,0,83.4,3.6,1,1,75.0,100.0,0,2.9,47.8,0,7,0,0,0.0
STU0699,8.22,1,3,2,41.1,4.3,1,1,80.2,88.9,2,3.0,60.5,4,1,2,1,13.28
STU0700,7.0,1,4,3,76.1,3.5,1,1,58.1,98.1,0,3.1,69.3,4,7,1,1,13.25
STU0701,6.63,2,2,0,63.1,2.6,1,0,71.2,70.8,0,3.2,73.7,2,0,1,0,0.0
STU0702,8.35,1,2,3,50.4,2.9,1,1,40.0,77.2,3,4.8,67.2,2,5,0,0,0.0
STU0703,6.43,1,2,3,71.0,1.7,0,1,75.0,64.0,0,4.0,49.8,3,4,0,0,0.0
STU0704,5.65,0,5,4,44.6,5.0,1,1,68.4,81.5,3,4.3,57.4,3,4,1,0,0.0
STU0705,5.49,1,3,1,68.6,4.3,1,0,60.2,54.2,1,3.4,78.2,0,1,0,0,0.0
STU0706,7.87,0,0,4,46.7,2.8,0,0,75.8,40.0,0,2.1,44.4,0,2,1,0,0.0
STU0707,5.79,1,4,1,74.9,3.2,1,0,86.1,59.7,1,1.4,56.6,1,5,1,0,0.0
STU0708,9.13,0,2,2,54.1,2.9,0,0,66.3,51.1,2,1.9,75.8,3,6,1,0,0.0
STU0709,4.91,1,0,0,61.2,4.9,0,1,60.7,89.2,0,3.7,80.8,2,4,0,1,10.82
STU0710,9.07,0,2,0,72.4,2.2,0,1,74.0,93.6,1,3.4,61.5,2,3,0,0,0.0
STU0711,7.43,1,2,2,56.4,3.6,1,0,56.0,51.8,2,3.2,57.6,3,1,3,0,0.0
STU0712,7.09,2,4,1,67.1,3.4,1,0,64.1,86.8,0,3.0,41.2,1,4,3,1,13.11
STU0713,6.6,0,1,1,45.3,4.2,1,0,86.7,82.4,0,5.0,74.5,3,2,1,0,0.0
STU0714,7.64,1,4,0,77.5,3.4,0,1,72.7,49.6,0,2.6,88.7,2,1,2,1,13.95
STU0715,7.16,1,2,2,94.5,1.9,1,1,49.4,64.9,0,4.3,100.0,2,4,1,1,14.9
STU0716,8.41,0,0,0,100.0,3.3,1,1,50.4,62.5,0,3.4,72.0,1,3,0,1,14.37
STU0717,7.33,2,5,3,69.4,2.6,0,1,73.9,79.7,1,3.3,64.1,5,0,0,1,13.01
STU0718,7.37,0,2,0,79.8,3.6,1,1,82.3,54.0,0,4.5,48.4,3,1,0,1,11.07
STU0719,6.8,1,1,0,41.3,4.8,0,1,52.6,68.7,2,4.8,31.2,0,4,1,0,0.0
STU0720,7.14,1,2,1,90.5,1.9,0,0,77.4,61.1,0,3.2,68.2,5,1,1,1,14.25
STU0721,7.54,1,4,1,79.6,2.8,1,1,88.0,76.2,0,4.2,100.0,3,6,3,1,13.73
STU0722,5.32,1,2,1,60.7,3.0,1,1,94.7,67.2,1,3.7,87.9,0,3,2,0,0.0
STU0723,5.72,0,1,1,86.6,3.2,0,0,76.0,63.0,2,3.4,85.1,0,1,2,0,0.0
STU0724,8.02,0,1,4,64.2,4.2,0,0,78.1,67.2,0,3.6,69.4,1,5,2,0,0.0
STU0725,7.39,2,1,2,61.1,3.3,0,1,46.4,96.5,0,2.7,71.5,3,4,2,1,11.97
STU0726,7.0,1,3,0,75.1,3.9,0,1,97.2,64.6,2,3.1,21.4,3,3,0,0,0.0
